FE,EngDispl,NumCyl,NumGears,TransLockup,TransCreeperGear,IntakeValvePerCyl,ExhaustValvesPerCyl,VarValveTiming,VarValveLift,B0,B1
41.2,3.5,6,5,1,0,2,2,1,1,50.56322991,-4.520929279
36.2,3.3,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
35.6,3.8,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
38.3,3.8,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
34.2,4.6,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
44.4,2.4,4,5,1,0,2,2,1,0,50.56322991,-4.520929279
44.8,2.4,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
40.1,3.3,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
34.1997,3.5,6,7,1,0,2,2,1,0,50.56322991,-4.520929279
30.5499,3.5,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
29.6,4.5,8,5,1,0,2,2,1,0,50.56322991,-4.520929279
27.2,4.5,8,5,1,0,2,2,1,0,50.56322991,-4.520929279
29.7559,5,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
32.6701,5,8,6,1,0,2,2,1,1,50.56322991,-4.520929279
31.0736,5,8,6,1,0,2,2,1,1,50.56322991,-4.520929279
33.3052,4.6,8,4,1,1,1,1,0,0,50.56322991,-4.520929279
31.5,3.5,6,6,1,1,2,2,1,0,50.56322991,-4.520929279
34.7,3.5,6,6,1,1,2,2,1,0,50.56322991,-4.520929279
33,3.5,6,6,1,1,2,2,1,0,50.56322991,-4.520929279
33.3052,4.6,8,4,1,1,1,1,0,0,50.56322991,-4.520929279
24.1837,4.2,8,6,0,0,2,2,1,0,50.56322991,-4.520929279
25.5102,4.7,8,6,0,0,2,2,1,0,50.56322991,-4.520929279
21.4,5.5,12,5,1,0,2,1,1,0,50.56322991,-4.520929279
21.4,6,12,5,1,0,2,1,1,0,50.56322991,-4.520929279
21.7,6,12,5,1,0,2,1,1,0,50.56322991,-4.520929279
32,5.5,8,7,1,0,2,2,1,0,50.56322991,-4.520929279
29.8,5.5,8,7,1,0,2,2,1,0,50.56322991,-4.520929279
23.9,5.5,12,5,1,0,2,1,1,0,50.56322991,-4.520929279
24.6,6.3,8,7,1,0,2,2,1,0,50.56322991,-4.520929279
23.1,6,12,5,1,0,2,1,1,0,50.56322991,-4.520929279
35,3.5,6,7,1,0,2,2,1,0,50.56322991,-4.520929279
33.2603,4.8,8,7,1,0,2,2,1,1,50.56322991,-4.520929279
33.2603,4.8,8,7,1,0,2,2,1,1,50.56322991,-4.520929279
32.0263,4.8,8,7,1,0,2,2,1,1,50.56322991,-4.520929279
27.3,6.6,12,8,1,0,2,2,1,0,50.56322991,-4.520929279
24.2,6.7,12,6,1,0,2,2,1,0,50.56322991,-4.520929279
39.8,3.5,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
40.4003,2,4,6,0,0,2,2,1,0,50.56322991,-4.520929279
38.8702,2,4,6,0,0,2,2,1,0,50.56322991,-4.520929279
60.1,2,4,6,0,0,2,2,0,0,50.56322991,-4.520929279
37.1,2,4,6,0,0,2,2,1,0,50.56322991,-4.520929279
37.7989,2,4,6,1,0,2,2,1,1,50.56322991,-4.520929279
38.1696,3,6,6,1,0,2,2,1,1,50.56322991,-4.520929279
36.798,3,6,6,1,0,2,2,1,1,50.56322991,-4.520929279
35.5404,3,6,6,1,0,2,2,1,1,50.56322991,-4.520929279
35.4606,3,6,6,0,0,2,2,1,1,50.56322991,-4.520929279
38.3,3,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
37,3.6,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
36.1,3,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
37.2,3.6,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
43.9,2,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
38,2,4,1,1,0,2,2,1,0,50.56322991,-4.520929279
35.3,2.4,4,1,1,0,2,2,1,0,50.56322991,-4.520929279
40.1,2.4,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
46.2622,1.5,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
49.3,1.5,4,5,1,0,2,2,1,0,50.56322991,-4.520929279
47.4,1.5,4,5,1,0,2,2,1,0,50.56322991,-4.520929279
42.6,2,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
43.5,2,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
33.3,3.5,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
32.349,3.5,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
43.5,1.6,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
44.2,1.6,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
41.8,2,4,4,1,1,2,2,1,0,50.56322991,-4.520929279
42.8,2,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
34.7,2,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
37.2218,2.4,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
37.4911,2.4,4,1,0,0,2,2,1,0,50.56322991,-4.520929279
41.799,1.8,4,6,0,0,2,2,1,0,50.56322991,-4.520929279
43.2609,1.8,4,1,1,0,2,2,1,0,50.56322991,-4.520929279
43.7,1.8,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
44.8,1.8,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
40,2.4,4,5,1,0,2,2,1,0,50.56322991,-4.520929279
38.6,2.4,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
35.5877,2.4,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
37.5,2,4,5,1,0,2,2,0,0,50.56322991,-4.520929279
43.1,2,4,6,0,0,2,2,0,0,50.56322991,-4.520929279
41.0456,2,4,6,0,0,2,2,0,0,50.56322991,-4.520929279
38.4627,2,4,6,1,0,2,2,0,0,50.56322991,-4.520929279
38.2,2,4,5,1,0,2,2,0,0,50.56322991,-4.520929279
37.071,2.5,4,5,0,0,2,2,0,1,50.56322991,-4.520929279
35.9226,2.5,4,4,1,0,2,2,0,1,50.56322991,-4.520929279
34.1435,2.5,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
32.9103,2.5,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
31.8,2.5,4,6,0,0,2,2,1,0,50.56322991,-4.520929279
42.3461,2,4,6,0,0,2,2,1,0,50.56322991,-4.520929279
41.5661,2,4,1,1,0,2,2,1,0,50.56322991,-4.520929279
41.7078,2,4,6,0,0,2,2,1,0,50.56322991,-4.520929279
40.2345,2,4,1,1,0,2,2,1,0,50.56322991,-4.520929279
43.629,1.8,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
44.7393,1.8,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
36.1596,2.4,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
38.9575,2.4,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
40.2796,2.4,4,5,1,0,2,2,1,0,50.56322991,-4.520929279
38.7,2.4,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
38.7,2.4,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
60.1,2,4,6,0,0,2,2,0,0,50.56322991,-4.520929279
58.535,2,4,6,0,0,2,2,0,0,50.56322991,-4.520929279
39.5714,2.5,5,5,0,0,2,2,1,0,50.56322991,-4.520929279
40.0169,2.5,5,6,0,0,2,2,1,0,50.56322991,-4.520929279
37.6,2.5,5,5,1,0,2,2,1,0,50.56322991,-4.520929279
37.5,2.5,5,6,0,0,2,2,1,0,50.56322991,-4.520929279
39.348,2.4,5,5,1,0,2,2,1,0,50.56322991,-4.520929279
40.4,2.5,5,6,0,0,2,2,1,0,50.56322991,-4.520929279
40.6,2.5,5,5,1,0,2,2,1,0,50.56322991,-4.520929279
34.7286,3,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
32.5289,3,6,6,0,0,2,2,1,0,50.56322991,-4.520929279
33.7229,3,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
37.0711,2.4,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
35.9,2.7,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
42,2,4,6,0,0,2,2,1,0,50.56322991,-4.520929279
36.4,3.2,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
34.1514,2.9,4,4,1,0,2,2,0,0,50.56322991,-4.520929279
35.3237,2.9,4,5,0,0,2,2,0,0,50.56322991,-4.520929279
31.8217,3.7,5,4,1,0,2,2,0,0,50.56322991,-4.520929279
27.9,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
27,3.7,5,4,1,0,2,2,0,0,50.56322991,-4.520929279
34.3,2.9,4,4,1,0,2,2,0,0,50.56322991,-4.520929279
35.5,2.9,4,5,0,0,2,2,0,0,50.56322991,-4.520929279
31.6,3.7,5,4,1,0,2,2,0,0,50.56322991,-4.520929279
27.9,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
32.8232,2.3,4,5,1,1,2,2,0,0,50.56322991,-4.520929279
37.7,2.3,4,5,0,1,2,2,0,0,50.56322991,-4.520929279
28.6,4,6,5,0,1,1,1,0,0,50.56322991,-4.520929279
28.5,4,6,5,1,1,1,1,0,0,50.56322991,-4.520929279
34.1796,2.9,4,4,1,0,2,2,0,0,50.56322991,-4.520929279
35.2582,2.9,4,5,0,0,2,2,0,0,50.56322991,-4.520929279
31.8467,3.7,5,4,1,0,2,2,0,0,50.56322991,-4.520929279
27.9,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
27,3.7,5,4,1,0,2,2,0,0,50.56322991,-4.520929279
34.3,2.9,4,4,1,0,2,2,0,0,50.56322991,-4.520929279
35.5,2.9,4,5,0,0,2,2,0,0,50.56322991,-4.520929279
31.6,3.7,5,4,1,0,2,2,0,0,50.56322991,-4.520929279
27.9,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
30.1688,2.5,4,5,1,0,2,2,1,0,50.56322991,-4.520929279
31.7,2.5,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
27.7366,4,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
27.5894,4,6,6,0,0,2,2,1,0,50.56322991,-4.520929279
30.2,2.5,4,5,1,0,2,2,1,0,50.56322991,-4.520929279
31.8,2.5,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
27.7857,4,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
35.4291,2.7,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
36.1463,2.7,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
29.2,4,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
25.3,4,6,6,0,0,2,2,1,0,50.56322991,-4.520929279
32.4,2.9,4,4,1,0,2,2,0,0,50.56322991,-4.520929279
34.1,2.9,4,5,0,0,2,2,0,0,50.56322991,-4.520929279
31.4112,3.7,5,4,1,0,2,2,0,0,50.56322991,-4.520929279
26.6,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
29.7999,3.7,5,4,1,0,2,2,0,0,50.56322991,-4.520929279
29.7999,3.7,5,4,1,0,2,2,0,0,50.56322991,-4.520929279
26.6,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
26.2,4,6,5,0,1,1,1,0,0,50.56322991,-4.520929279
24.6648,4,6,5,1,1,1,1,0,0,50.56322991,-4.520929279
32.4,2.9,4,4,1,0,2,2,0,0,50.56322991,-4.520929279
34.1,2.9,4,5,0,0,2,2,0,0,50.56322991,-4.520929279
31.3858,3.7,5,4,1,0,2,2,0,0,50.56322991,-4.520929279
26.6,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
29.7999,3.7,5,4,1,0,2,2,0,0,50.56322991,-4.520929279
29.7999,3.7,5,4,1,0,2,2,0,0,50.56322991,-4.520929279
26.6,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
26.82,4,6,6,0,0,2,2,1,0,50.56322991,-4.520929279
26.6538,4,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
26.3846,4,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
30.3,2.7,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
28.3,4,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
24.4,4,6,6,0,0,2,2,1,0,50.56322991,-4.520929279
27.8055,4.3,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
26.2283,4.8,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
29.3708,5.3,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
26.1,6.2,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
30.5,6,8,1,0,0,1,1,1,0,50.56322991,-4.520929279
30.4,5.3,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
28.1,3.7,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
25.6,4.7,8,5,1,0,1,1,0,0,50.56322991,-4.520929279
27.8,3.7,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
25.6,4.7,8,5,1,0,1,1,0,0,50.56322991,-4.520929279
27.1,5.7,8,5,1,0,1,1,1,0,50.56322991,-4.520929279
27.8,4,6,5,1,1,1,1,0,0,50.56322991,-4.520929279
29,4.6,8,6,1,1,2,1,0,0,50.56322991,-4.520929279
27.0426,5.4,8,6,1,0,2,1,0,0,50.56322991,-4.520929279
26.7829,4.6,8,4,1,0,1,1,0,0,50.56322991,-4.520929279
28.4633,4.6,8,6,1,1,2,1,0,0,50.56322991,-4.520929279
27.8522,4.3,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
26.2125,4.8,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
29.3645,5.3,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
26.1,6.2,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
30.5,6,8,1,0,0,1,1,1,0,50.56322991,-4.520929279
30.4,5.3,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
24.9815,5.6,8,5,1,0,2,2,1,0,50.56322991,-4.520929279
25.0089,5.6,8,5,1,0,2,2,1,0,50.56322991,-4.520929279
25.7499,4,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
28.0212,4.6,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
25.5551,5.7,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
24.1937,4.3,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
24.1496,4.8,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
29.0205,5.3,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
25.7999,6.2,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
30.2999,6,8,1,0,0,1,1,1,0,50.56322991,-4.520929279
24.4,3.7,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
25.6,4.7,8,5,1,0,1,1,0,0,50.56322991,-4.520929279
24.5,4.7,8,5,1,0,1,1,1,0,50.56322991,-4.520929279
25.4,5.7,8,5,1,0,1,1,1,0,50.56322991,-4.520929279
25.7535,4,6,5,1,1,1,1,0,0,50.56322991,-4.520929279
26.6622,4.6,8,6,1,1,2,1,0,0,50.56322991,-4.520929279
24.7939,5.4,8,6,1,0,2,1,0,0,50.56322991,-4.520929279
27.1061,4.6,8,6,1,0,2,1,0,0,50.56322991,-4.520929279
25.2298,4.6,8,4,1,0,1,1,0,0,50.56322991,-4.520929279
24.1937,4.3,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
24.1534,4.8,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
29.0185,5.3,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
25.8026,6.2,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
30.2999,6,8,1,0,0,1,1,1,0,50.56322991,-4.520929279
25.7999,6.2,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
28.2,3.5,6,5,1,0,2,2,1,1,50.56322991,-4.520929279
25.2,3.7,5,5,0,0,2,2,0,0,50.56322991,-4.520929279
25.1,3.7,5,4,1,0,2,2,0,0,50.56322991,-4.520929279
22.2999,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
23.061,5.6,8,5,1,0,2,2,1,0,50.56322991,-4.520929279
23.1109,5.6,8,5,1,0,2,2,1,0,50.56322991,-4.520929279
26.2295,4.6,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
23.4318,5.7,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
23.9993,5.7,8,6,1,0,2,2,1,0,50.56322991,-4.520929279
27.6,4.3,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
24.2999,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
23.2999,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
22.7619,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
22.9,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
27.6,4.3,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
24.2999,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
23.2999,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
22.7619,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
22.9,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
23.2999,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
22.9,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
23.2999,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
22.9,5.3,8,4,1,0,1,1,1,0,50.56322991,-4.520929279
35,2,4,4,1,1,2,2,0,0,50.56322991,-4.520929279
33.0988,3.3,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
31.9,3.8,6,6,1,0,1,1,0,0,50.56322991,-4.520929279
35.2,4,6,6,1,0,2,2,0,0,50.56322991,-4.520929279
33.0988,3.3,6,4,1,0,1,1,0,0,50.56322991,-4.520929279
31.9,3.8,6,6,1,0,1,1,0,0,50.56322991,-4.520929279
35.2,4,6,6,1,0,2,2,0,0,50.56322991,-4.520929279
35.5,3.5,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
32.4,3.5,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
32.4,3.8,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
32.4,3.8,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
39.2,2.3,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
38.1,2.3,4,5,1,0,2,2,1,0,50.56322991,-4.520929279
34,3.5,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
31.9,3.8,6,6,1,0,1,1,0,0,50.56322991,-4.520929279
35.2,4,6,6,1,0,2,2,0,0,50.56322991,-4.520929279
29.2,3.5,6,5,1,0,2,2,1,0,50.56322991,-4.520929279
34.4,2.3,4,5,1,0,2,2,1,1,50.56322991,-4.520929279
33,3.6,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
28.4,6.2,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
30.5,6,8,1,0,0,1,1,1,0,50.56322991,-4.520929279
28.4,6.2,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
34.5,3,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
28.9935,5.3,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
26,6.2,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
28.9935,5.3,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
26,6.2,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
28.9935,5.3,8,6,1,0,1,1,1,0,50.56322991,-4.520929279
30.5,6,8,1,0,0,1,1,1,0,50.56322991,-4.520929279
45.1,2.4,4,6,1,0,2,2,1,0,50.56322991,-4.520929279
34.5482,3,6,6,1,0,2,2,1,0,50.56322991,-4.520929279
40.3,2,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
40.6,2,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
42.3991,2.2,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
44.9991,2.2,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
41.9,2.4,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
41.5,2.4,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
42.3991,2.2,4,4,1,0,2,2,1,0,50.56322991,-4.520929279
44.9991,2.2,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
41.9,2.4,4,5,0,0,2,2,1,0,50.56322991,-4.520929279
